date,open,high,low,close,volume,rs_nikkei,rs_topix,rs
2024/07/19,503.0,515.5,499.1,514.8,378990,-1.0,-1.0,-1.0
2024/07/22,515.0,518.0,490.0,491.2,374030,-1.0,-1.0,-1.0
2024/07/23,511.0,511.0,488.8,492.5,211360,-1.0,-1.0,-1.0
2024/07/24,489.4,494.2,484.2,485.6,127450,-1.0,-1.0,-1.0
2024/07/25,470.0,470.0,450.8,455.7,267300,-1.0,-1.0,-1.0
2024/07/26,452.2,455.6,441.0,445.3,102180,-1.0,-1.0,-1.0
2024/07/29,458.8,460.4,454.2,459.4,70220,-1.0,-1.0,-1.0
2024/07/30,460.0,460.0,445.9,457.7,63150,-1.0,-1.0,-1.0
2024/07/31,451.2,479.0,445.1,477.0,29030,-1.0,-1.0,-1.0
2024/08/01,485.0,488.6,464.0,470.0,45940,-1.0,-1.0,-1.0
2024/08/02,450.0,450.0,425.0,427.5,111760,-1.0,-1.0,-1.0
2024/08/05,391.1,402.0,361.8,365.0,92630,-1.0,-1.0,-1.0
2024/08/06,405.0,445.0,394.0,408.0,131200,-1.0,-1.0,-1.0
2024/08/07,405.0,431.0,395.0,423.1,62630,-1.0,-1.0,-1.0
2024/08/08,415.9,426.4,405.0,416.0,8620,-1.0,-1.0,-1.0
2024/08/09,435.0,435.0,406.0,416.0,59270,-1.0,-1.0,-1.0
2024/08/13,436.0,437.2,424.0,434.9,26480,-1.0,-1.0,-1.0
2024/08/14,450.0,450.0,432.3,438.9,40020,-1.0,-1.0,-1.0
2024/08/15,444.3,445.5,437.2,443.3,56220,-1.0,-1.0,-1.0
2024/08/16,456.8,464.0,454.7,463.2,60130,-1.0,-1.0,-1.0
2024/08/19,464.0,465.9,451.0,453.4,48480,-1.0,-1.0,0.9881865909176173
2024/08/20,461.4,461.5,457.8,461.0,14960,-1.0,-1.0,0.9936895014023074
2024/08/21,457.8,458.0,448.0,452.1,15980,-1.0,-1.0,0.9765825780496414
2024/08/22,453.7,458.1,449.8,452.9,7890,-1.0,-1.0,0.9753568109499037
2024/08/23,452.8,452.8,443.5,448.1,35550,-1.0,-1.0,0.9600345488063929
2024/08/26,446.3,446.3,438.5,441.4,17150,-1.0,-1.0,0.9962921445250713
2024/08/27,434.4,438.2,432.0,438.2,10340,-1.0,-1.0,0.9819155098569656
2024/08/28,438.2,444.5,435.0,444.5,15620,-1.0,-1.0,0.9918443242122899
2024/08/29,430.0,446.6,428.8,441.1,13000,-1.0,-1.0,0.9857152143472399
2024/08/30,447.2,447.2,439.7,447.1,14440,-1.0,-1.0,0.9655228232750614
2024/09/02,455.8,455.8,444.0,445.6,11540,-1.0,-1.0,1.0010911432835081
2024/09/03,453.5,453.5,435.4,438.7,19740,-1.0,-1.0,0.9793585143711897
2024/09/04,430.0,430.0,403.0,406.4,97480,-1.0,-1.0,0.941626406793797
2024/09/05,406.5,406.5,392.3,395.3,57760,-1.0,-1.0,0.8999066101241696
2024/09/06,403.3,403.3,386.7,391.2,29780,-1.0,-1.0,0.8860845773434703
2024/09/09,380.6,383.3,360.2,382.5,78470,-1.0,-1.0,0.8705869316204498
2024/09/10,389.1,389.2,376.5,389.2,16880,-1.0,-1.0,0.886933177409081
2024/09/11,389.2,389.2,365.0,365.0,36000,-1.0,-1.0,0.8468613374415391
2024/09/12,398.5,398.9,389.1,396.7,25000,-1.0,-1.0,0.8984592696134056
2024/09/13,400.4,401.0,394.8,396.8,12490,-1.0,-1.0,0.9078618680994527
2024/09/17,389.8,390.5,378.3,385.0,12980,-1.0,-1.0,0.8775069556162366
2024/09/18,389.1,389.1,383.6,385.9,4980,-1.0,-1.0,0.8762634027882684
2024/09/19,389.2,396.1,389.2,395.0,6000,-1.0,-1.0,0.8744059599872867
2024/09/20,406.2,417.0,405.0,411.0,40030,-1.0,-1.0,0.9168353927375249
2024/09/24,415.0,415.0,401.2,403.0,12510,-1.0,-1.0,0.9146123930749152
2024/09/25,411.0,411.0,405.0,406.0,4810,-1.0,-1.0,0.9235867218460033
2024/09/26,415.1,424.7,415.1,424.2,29540,-1.0,-1.0,0.9537070903523849
2024/09/27,428.2,445.5,428.2,444.5,58250,-1.0,-1.0,0.9821885922347806
2024/09/30,420.5,427.0,415.8,420.5,72420,-1.0,-1.0,0.9686547060569565
2024/10/01,421.5,429.6,421.5,428.1,15020,-1.0,-1.0,0.9697281911461918
2024/10/02,424.1,424.1,411.0,413.4,14110,-1.0,-1.0,0.9501375619530934
2024/10/03,427.6,431.0,426.5,429.5,11270,-1.0,-1.0,0.997108650298433
2024/10/04,433.7,433.7,425.2,427.3,10810,-1.0,-1.0,1.027784328428354
2024/10/07,440.0,440.0,428.7,428.7,6910,-1.0,-1.0,1.0554615873048587
2024/10/08,428.7,431.6,425.6,428.1,15810,-1.0,-1.0,1.0696976019683748
2024/10/09,434.6,436.8,428.7,436.8,17980,-1.0,-1.0,1.0881748548771608
2024/10/10,441.2,441.2,431.2,435.0,11820,-1.0,-1.0,1.0615888539270608
2024/10/11,440.8,440.8,431.7,433.4,4410,-1.0,-1.0,1.1103800992748247
2024/10/15,440.0,450.0,440.0,446.2,41010,-1.0,-1.0,1.0875528313702465
2024/10/16,422.2,428.1,420.2,424.8,28030,-1.0,-1.0,1.048057294106664
2024/10/17,428.2,428.2,417.0,428.2,34380,-1.0,-1.0,1.0575580252519634
2024/10/18,425.0,425.0,417.2,423.4,41790,-1.0,-1.0,1.0467392629359629
2024/10/21,428.0,429.7,422.3,427.7,12220,-1.0,-1.0,1.0521106450252724
2024/10/22,426.0,426.9,415.0,419.7,41900,-1.0,-1.0,1.0435052184779452
2024/10/23,420.0,420.0,413.5,414.4,5610,-1.0,-1.0,1.0359971923455584
2024/10/24,411.2,418.6,411.0,417.8,4360,-1.0,-1.0,1.0450480372682671
2024/10/25,412.1,420.0,411.5,420.0,77560,-1.0,-1.0,1.0471968864478514
2024/10/28,417.5,429.0,414.0,427.3,23870,-1.0,-1.0,1.0116443386467686
2024/10/29,433.9,433.9,423.5,431.1,150540,-1.0,-1.0,1.0114164256959997
2024/10/30,435.0,449.0,434.9,447.0,29760,-1.0,-1.0,1.0403028808874297
2024/10/31,445.6,449.0,444.1,445.8,19190,-1.0,-1.0,1.0395181582519917
2024/11/01,437.8,437.8,424.1,426.0,8370,-1.0,-1.0,1.0334796765526262
2024/11/05,434.0,436.0,425.0,436.0,15580,-1.0,-1.0,1.045707606958527
2024/11/06,444.0,451.1,439.0,450.0,16200,-1.0,-1.0,1.0587560940472165
2024/11/07,453.0,457.6,440.5,446.0,67460,-1.0,-1.0,1.02512819270326
2024/11/08,452.4,452.4,441.0,444.1,13680,-1.0,-1.0,1.0037688035089714
2024/11/11,449.0,449.0,441.2,445.0,20630,-1.0,-1.0,0.9914461884564327
2024/11/12,453.0,453.8,437.7,438.8,8950,-1.0,-1.0,0.9769766323573408
2024/11/13,437.2,445.0,425.0,436.5,26390,-1.0,-1.0,0.983732935261791
2024/11/14,439.9,439.9,421.4,424.0,31730,-1.0,-1.0,0.9581089031700077
2024/11/15,424.0,431.0,424.0,426.6,41650,-1.0,-1.0,0.9964674889347105
2024/11/18,424.5,427.5,416.1,427.5,5270,-1.0,-1.0,0.9951321169849247
2024/11/19,424.5,427.6,423.8,427.2,4500,-1.0,-1.0,0.9877296812353912
2024/11/20,430.0,430.0,423.6,427.5,1990,-1.0,-1.0,0.9927238462935196
2024/11/21,425.7,430.0,416.3,430.0,94010,-1.0,-1.0,1.0125728710774977
2024/11/22,424.8,429.0,422.7,425.5,3390,-1.0,-1.0,1.004102627132966
2024/11/25,429.0,433.1,427.3,428.5,197900,-1.0,-1.0,0.9814567414138251
2024/11/26,436.4,436.4,413.5,416.1,255240,-1.0,-1.0,0.9622861376395362
2024/11/27,415.0,415.7,411.5,411.7,7880,-1.0,-1.0,0.9607588334756565
2024/11/28,410.0,423.3,404.4,417.0,11860,-1.0,-1.0,0.9653996216760089
2024/11/29,413.4,417.0,408.0,417.0,2830,-1.0,-1.0,0.9408933759635295
2024/12/02,416.8,417.9,412.0,416.0,9020,-1.0,-1.0,0.9363935280736536
2024/12/03,426.0,433.0,426.0,429.6,20600,-1.0,-1.0,0.9533594797791508
2024/12/04,433.1,434.4,425.0,426.6,8500,-1.0,-1.0,0.9511857009815702
2024/12/05,433.5,433.5,426.3,428.6,5110,-1.0,-1.0,0.9550735560187584
2024/12/06,431.0,431.0,416.0,417.8,15050,-1.0,-1.0,0.9245975152556647
2024/12/09,429.5,429.5,412.8,413.9,16170,-1.0,-1.0,0.9318538372584554
2024/12/10,417.9,422.9,416.7,422.6,90450,-1.0,-1.0,0.9490636250540961
2024/12/11,420.0,420.0,416.4,420.0,3240,-1.0,-1.0,0.9405143084113563
2024/12/12,423.5,429.0,423.5,426.9,19450,-1.0,-1.0,0.9618257202512258
2024/12/13,426.9,426.9,419.0,420.9,1620,-1.0,-1.0,0.9508709926879346
2024/12/16,420.9,426.9,420.9,422.2,18830,-1.0,-1.0,0.9708064669030462
2024/12/17,422.8,428.2,418.3,418.3,7830,-1.0,-1.0,0.9654101845528459
2024/12/18,417.9,421.1,414.8,421.1,9970,-1.0,-1.0,0.9748489105849716
2024/12/19,407.7,420.0,407.0,415.7,8210,-1.0,-1.0,0.9717179828469408
2024/12/20,415.2,416.9,412.1,413.0,6070,-1.0,-1.0,0.9647589564104899
2024/12/23,414.9,420.0,414.9,420.0,11970,-1.0,-1.0,0.9761589377560712
2024/12/24,420.1,424.3,417.5,418.2,5350,-1.0,-1.0,0.9717900752770606
